Tanggal,Tweets,ID,Screen Name,Banyak Retweet,Source,Retweet Status,Hashtags;
"2021-05-08 21:27:47,""b'@itulah_akuu @ganjarpranowo Gak perlu bansos gak perlu mangan, sing penting jangan mudik gak urus mangan ora mangan, gak urus kerja ora kerja.'"",1391142812364644352,pengenjadi7,0,Twitter for Android,0,[]";
"2021-05-08 21:26:55,""b'RT @vierda: Situ enak nakes punya gaji, situ enak ibunya sakit masih bisa dibawa ke RS. \n\nSeolah2 kondisi kek gini kita seneng gitu. Liat o\xe2\x80\xa6'"",1391142594768343042,kucinglaparssss,91,Twitter for Android,1,[]";
"2021-05-08 21:26:44,""b'@febridiansyah @Reiza_Patters Bang, apa bener bang Novel dkk harus disingkirkan gara2 kasus bansos yg sudah mengarah ke MADAM dan ANAK PAK LURAH...?'"",1391142548660310017,Bambang07000838,0,Twitter for Android,0,[]";
2021-05-08 21:24:07,b'@KompasTV Sdh terang2 an negara ini membenci org2 yg benci Dng korupsi dan koruptor\xe2\x80\xa6wacana hukuman mati korupsi bansos kmrn itu Hanya utk main2 an dan lip service agar tak kehilangan muka para penangku jabatan itu.:skrg jls terbukti\xe2\x80\xa6',1391141891207438336,alboy_aboe,0,Twitter for iPhone,0,[];
"2021-05-08 21:23:54,""b'RT @gadisresidu_b3: 4.Padahal kan lagi marak yang namanya Bansos dari Pemerintah, kok anak anak ini gak kebagian.\n\nBantu SHARE sampai tembu\xe2\x80\xa6'"",1391141836241072131,IdaAyuMadeOkaA1,22,Twitter for Android,1,[]";
"2021-05-08 21:22:34,""b'@cholilnafis sebenarnya lebih berharap pak @jokowi endorse Polri.... biar lebih semangat cari Harun Masiku, Selesaikan Korup Bansos dkk nya, beri semangat Densus segera berantas KKB dll...\n\nmalah endorse Babi...'"",1391141498364780554,HendrasmaraWow,0,Twitter for Android,0,[]";
"2021-05-08 21:22:22,""b'RT @vierda: Situ enak nakes punya gaji, situ enak ibunya sakit masih bisa dibawa ke RS. \n\nSeolah2 kondisi kek gini kita seneng gitu. Liat o\xe2\x80\xa6'"",1391141451677900801,AriKasio2,91,Twitter for Android,1,[]";
2021-05-08 21:18:37,b'RT @vierda: Serang lah yang bertanggung jawab:\n1. Ngga bolehin mudik\n2. Tetap membuka pintu bagi WNA\n3. Diskriminatif terhadap kerumunan\n4.\xe2\x80\xa6',1391140508206997506,kucinglaparssss,84,Twitter for Android,1,[];
"2021-05-08 21:17:24,""b'RT @SaveMoslem1: Haji Munarman mengkritik keras korupsi dana bansos oleh PDIP ini, dan akhirnya kini beliau ditangkap dan ditahan dgn dalih\xe2\x80\xa6'"",1391140199103561729,hersuss_sibejoo,215,Twitter for Android,1,[]";
"2021-05-08 21:17:17,""b'Untuk sementara kasus Gisel, KKP, Bansos... AMAN https://t.co/mquIRSSh12'"",1391140171773452288,dhox_tmg2504,0,Twitter for Android,0,[]";
"2021-05-08 21:16:34,""b'@budimandjatmiko @xnact Kalo mau ketemu mahluk jenis ini, bawa juga paket sembako ama materai 10rb, bung. Kasian, gagal dapet bansos ama bantuan UMKM, jadi gonggongannya berubah meringkik'"",1391139989296095232,UjumJumadi,0,Twitter Web App,0,[]";
"2021-05-08 21:16:13,""b'@yuyudhaaa @tioarasp @TahuTahuBulat1 @pramadyaya @misgianto2 @PNS_Ababil @salurantersier Kalau mau bagi bansos ?\nKalau mau beri persetujuan KUR ??\nKita sedang bilang permintaan data yang sampai lewat eselon1, bukan Permintaan data skripsi rilis publik.'"",1391139903354728448,HamidRaizan,0,Twitter for Android,0,[]";
"2021-05-08 21:13:26,""b'@HisyamMochtar Indeed trik pinokio utk pengalihan isu penguburan kpk, isu maduknya cina berbondong bobdobg, isu mudik yg menyengsarakan, korupsi bansos penetima ganda wah banyak utk mengalihkan perhatian rakyat... Bobeka mah mau saja disuruh bikin ribut apa itu namanya peminpin Janncuuuk'"",1391139201513492481,atikah_tiktik,0,Twitter for Android,0,[]";
"2021-05-08 21:12:42,""b'@mula31 @KompasTV Judul aslinya seharusnya 9 dari 75 yg bego, sdg menangani kasus bansos &amp";" kkp,\nPantesan kasus bansos cuma di tuntut pasal penyuapan oleh kpk\nPantesan juliari lolos hukuman mati\nPantesan mereka gagal tes twk'"",1391139017144487936,gpermana86,0,Twitter for Android,0,[]"
2021-05-08 21:00:00,b'RT @Foerdiman1: @UyokBack Ibarat ular yg keluar dari kotaknya menari setelah majikannya meniup seruling....\n\nPengalihan isu :\n\xf0\x9f\x91\x89 penzaliman\xe2\x80\xa6',1391135820573073409,KopiKapalSelam,1,Twitter for Android,1,[];
"2021-05-08 20:56:36,""b'@_AnakKolong @me_thefarmer Kyk cerita madam bansos yaa,kasusnya dihilangkan'"",1391134963916021760,Sikkam9,0,Twitter for Android,0,[]";
"2021-05-08 20:56:33,""b'@maulanar04 @Hilmi28 Kegaduhan sengaja di buat agar rakyat ribut dng hal2 yg sepele, hingga melupakan masalah2 besar yg sedang terjadi , seperti koruptor bansos,kasus km50,masuk nya TKA asing dll'"",1391134954394771456,aminprasetyo14,0,Twitter for iPhone,0,[]";
"2021-05-08 20:55:02,""b'@Algo_Kun Btw, yang bisa membuat rakyat marah bukan pada kebijakan lockdownnya, melainkan pada apakah kebutuhan sehari-hari mereka sanggup ditanggung pemerintah? Sekali lagi, bansos itu untuk menyempurnakan kekurangan, bukan menutupi seluruh kebutuhan.'"",1391134569357725697,ierv295,0,Twitter for Android,0,[]";
2021-05-08 20:54:04,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1391134328025882624,SyahFirmanzz,337,Twitter for Android,1,[];
2021-05-08 20:49:54,b'@yusuf_dumdum @me_thefarmer Madam bansos n hairy gimana ceritanya?',1391133279957487627,Sikkam9,0,Twitter for Android,0,[];
"2021-05-08 20:48:07,""b'@LH_265 Apaan nih, jualannya msh radikal-radikul tapi kelakuan ngembat bansos &amp";" nyembah galon'"",1391132829405249538,Depan49627218,0,Twitter for Android,0,[]"
"2021-05-08 20:43:50,""b'Bansos dan benur aja """"dihalalkan"""" untuk dikorupsi oleh para menteri Jokowi apalagi cuma babi https://t.co/wxR97T0mXF'"",1391131752983273472,HRobertSdryono,0,Twitter for Android,0,[]";
"2021-05-08 20:41:24,""b'@bbrightbar @dikkambelz Pasti akan hijau dan cair..cek lagi setiap hari.Saya gak dapat Bansos apa apa,cuma saya ngasi tahu caranya kpd org lain yg blm faham pakai HP android.Biarpun saya gak dapat bansos apa2,meskipun sdh kirim berkas dan sesuai dgn syarat,gak apa2lah..saya tetap jokower sejak dulu.'"",1391131138681315336,Megatop99,0,Twitter for Android,0,[]";
"2021-05-08 20:40:37,""b'@ierv295 Seharusnya bansos berjalan dengan baik tergantung orang orang tertentu yang korupsi atau rakyat yang kurang persyaratan, di indonesia dilakukan di beberapa daerah yang covidnya udah tinggi, menurut saya rakyat bakal marah karena dilakukan lockdown tp tempat mereka aman dari covid'"",1391130945059639297,Algo_Kun,0,Twitter for Android,0,[]";
"2021-05-08 20:40:37,""b'RT @soeyoto1: """"Menurut Mbak Risma ke KPK, data 21 juta penerima Bansos bodong atau fiktif. Ternyata perusahaan2 penyalur Bansos juga banyak\xe2\x80\xa6'"",1391130942471737345,gurutua7,100,Twitter for Android,1,[]";
"2021-05-08 20:34:44,""b'RT @SaveMoslem1: Haji Munarman mengkritik keras korupsi dana bansos oleh PDIP ini, dan akhirnya kini beliau ditangkap dan ditahan dgn dalih\xe2\x80\xa6'"",1391129461265862656,Aa49852008,215,Twitter for Android,1,[]";
2021-05-08 20:32:44,b'@dayatia Poinnya bukan di korupsinya.. tapi di bansos dan KKPnya.',1391128958377238530,tahamaaruf,0,Twitter for Android,0,[];
2021-05-08 20:15:06,b'RT @selebcuit: Belum lagi banjir .. longsor .. dll .. makanya koruptor bansos .. kalau gak mau di hukum maksimal .. semuanya angkut masukin\xe2\x80\xa6',1391124520073785344,TongSate,2,Twitter Web App,1,[];
2021-05-08 20:14:47,b'Belum lagi banjir .. longsor .. dll .. makanya koruptor bansos .. kalau gak mau di hukum maksimal .. semuanya angkut masukin penjara .. itu kalau emang serius',1391124443108298754,selebcuit,2,Twitter Web App,0,[];
2021-05-08 20:14:18,b'@SusanHasana Segitu heboh bansos sm reset pin pdhl setiap harinya \xf0\x9f\x98\x86',1391124318738739200,dineolivia,0,Twitter for iPhone,0,[];
2021-05-08 20:11:22,b'RT @tamrintomagola: Salah satu kasus besar utama adalah kasus BLBI yg memberi indikasi kuat ke arah petinggi PDI+P.\n\nKasus teranyar dimana\xe2\x80\xa6',1391123580411203588,bambangsoetono,9,Twitter for iPhone,1,[];
2021-05-08 20:08:09,b'analoginya di giniin ajadeh biar mereka paham. keinginan rakyat untuk mudik sama besarnya dengan dana bansos covid yg bapak korupsi.',1391122773565526017,kedatanganbulan,1,Twitter for iPhone,0,[];
2021-05-08 19:59:49,b'RT @BennyHarmanID: Penyidik KPK kini terbelah antara kelompok pendukung pengusutan tuntas korupsi dana Bansos dan yang tidak. Kelompok pend\xe2\x80\xa6',1391120675562147843,FitriNatali1,1500,Twitter for Android,1,[];
2021-05-08 19:44:03,b'RT @catwhocode: Lebaran tahun lalu : mudik vs pulang kampung\nLebaran tahun ini : bipang Ambawang \n\napa kabar gaji ASN? apa kabar TK WNA Chi\xe2\x80\xa6',1391116707486257152,Tjerita_tjinta,2,Twitter Web App,1,[];
2021-05-08 19:35:16,b'RT @catwhocode: Lebaran tahun lalu : mudik vs pulang kampung\nLebaran tahun ini : bipang Ambawang \n\napa kabar gaji ASN? apa kabar TK WNA Chi\xe2\x80\xa6',1391114496341536768,jalanmuterbalik,2,Twitter for Android,1,[];
2021-05-08 19:31:37,b'@ahmadmubarok019 @lurahgoodie @LeniRumiati @CNNIndonesia Apaan bansos nya aja dikorupsi... hahaaha...tetap semamgat mas !! :))',1391113579399585792,stafsus_dagelan,0,Twitter for Android,0,[];
2021-05-08 19:31:29,b'RT @GhaussadaV: Negara Kekaisaran Sunda Nusantara dipimpin oleh seorang Panglima Majelis Agung Archipelago ehh lucunya doi penerima bansos.\xe2\x80\xa6',1391113546050592770,lase_dhanil,7,Twitter for Android,1,[];
2021-05-08 19:26:44,b'@David_kayadu1 @AliNgabalinNew Termasuk juliari batubara ya yg korupsi dana bansos juga Kadrun bukan?',1391112348526469121,Jurig04554032,0,Twitter for Android,0,[];
2021-05-08 19:19:34,b'RT @rozikaspu: @Om_Bregas1 Dikiranya mayoritas rakyat kita kadrun \nGa malu ga ngakui presiden nyinyrin presiden giliran dapat bansos mingkem',1391110545881788417,Om_Bregas1,1,Twitter for Android,1,[];
"2021-05-08 19:17:14,""b'@UyokBack Ibarat ular yg keluar dari kotaknya menari setelah majikannya meniup seruling....\n\nPengalihan isu :\n\xf0\x9f\x91\x89 penzaliman IBHRS cs &amp";" munarman\n\xf0\x9f\x91\x89 aktifis syahganda cs\n\xf0\x9f\x91\x89 twk kpk\n\xf0\x9f\x91\x89 larangan mudik\n\xf0\x9f\x91\x89 tka rrc yg trs berdatangan\n\xf0\x9f\x91\x89 korupsi bansos kkp, aziz syamsuddin\n\xf0\x9f\x91\x89 dll..'"",1391109960889606145,Foerdiman1,1,Twitter for Android,0,[]"
2021-05-08 19:11:53,b'@Om_Bregas1 Dikiranya mayoritas rakyat kita kadrun \nGa malu ga ngakui presiden nyinyrin presiden giliran dapat bansos mingkem',1391108613901488130,rozikaspu,1,Twitter for Android,0,[];
2021-05-08 19:09:38,b'Yaelah perkara presiden nyebut babi guling aja ribut wkwkwkwk \n\nNoh sidang bansos dah sampe mana wkwk',1391108047511060482,DarkRians,0,Twitter for Android,0,[];
2021-05-08 18:52:54,b'@lurahgoodie @LeniRumiati @CNNIndonesia Besok habis Antre bansos makan bipang yuk. Drun \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',1391103836882755585,ahmadmubarok019,0,Twitter for Android,0,[];
"2021-05-08 18:50:26,""b'@lurahgoodie @LeniRumiati @CNNIndonesia Otakmu dipakai dikit aja drun \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 kebanyakan bipang, yg keluar bansos \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3butuh bansos kah. Kalau mau nanti disalurkan \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3'"",1391103215639298051,ahmadmubarok019,0,Twitter for Android,0,[]";
2021-05-08 18:49:22,b'@ahmadmubarok019 @LeniRumiati @CNNIndonesia Bani Bipang LONTE \xf0\x9f\x90\xb7\xf0\x9f\x90\x96\xf0\x9f\x98\x84\xf0\x9f\x98\x82\n\nlondo item koruptor bansos \xf0\x9f\x96\x95\xf0\x9f\x96\x95\xf0\x9f\x96\x95',1391102944519458817,lurahgoodie,0,Twitter Web App,0,[];
2021-05-08 18:48:09,b'@untukrakyat_ kunaom yeuh a bansos:(',1391102640335908867,maleshdahgua,0,Twitter for Android,0,[];
2021-05-08 18:47:50,b'@ahmadmubarok019 @LeniRumiati @CNNIndonesia Bani Bipang LONTE \xf0\x9f\x90\xb7\xf0\x9f\x90\x96\xf0\x9f\x98\x84\xf0\x9f\x98\x82\n\nlondo item koruptor bansos \xf0\x9f\x96\x95\xf0\x9f\x96\x95\xf0\x9f\x96\x95',1391102561919270915,lurahgoodie,0,Twitter Web App,0,[];
2021-05-08 18:33:43,b'RT @tempodotco: Anggota Komisi Hukum DPR dari Fraksi Partai Demokrat menduga penyidik KPK yang menyidik kasus korupsi bantuan sosial atau b\xe2\x80\xa6',1391099007628288000,UmarovKei,512,Twitter for Android,1,[];
"2021-05-08 18:31:13,""b'RT @SaveMoslem1: Haji Munarman mengkritik keras korupsi dana bansos oleh PDIP ini, dan akhirnya kini beliau ditangkap dan ditahan dgn dalih\xe2\x80\xa6'"",1391098377484398593,JugaFpi,215,Twitter for Android,1,[]";
2021-05-08 18:30:59,b'Lebaran tahun lalu : mudik vs pulang kampung\nLebaran tahun ini : bipang Ambawang \n\napa kabar gaji ASN? apa kabar TK WNA China? apa kabar   pelemahan KPK? apa kabar GARONG BANSOS? apa kabar HUTANG INDONESIA? apa kabar DWI FUNGSI P0LR1? apa kabar T3R0R1S 0PM? apa kabar BADAN RISET?',1391098321322733569,catwhocode,2,Twitter Web App,0,[];
2021-05-08 18:11:02,b'@satriohendri @idafauziyah @menakertrans Pertanyanya jgn sampai 21 juta penerima bansos yg masi siluman dn bisa disiapkan jadi 21 juta ktp buat WNA.',1391093297859366913,hidayatj84,3,Twitter for Android,0,[];
"2021-05-08 18:00:41,""b'@TaufikDamas Jaman SBY parte penguasa dan koalisinya di hajar KPK,  akibatnya mereka langsung terpuruk,\nMungkinkah gara gara kasus Bansos dan expor  Benur yg bisa jadi  ujungnya akan menyeret banyak ptinggi parte   menjadikan KPK  di obrak abrik?'"",1391090694253469697,wibisonho,0,Twitter for Android,0,[]";
"2021-05-08 17:57:30,""b'@Inkaputri81 @febridiansyah Cie cie kadrun wati panas ya buka tu cadar,,dan ambil bansos gratis tu entar lak nggak ngoceh lg hhhh ,,ya iya lah lo gak butuh tol lawong hidup lo di gua'"",1391089892449349632,khaf72,0,Twitter for Android,0,[]";
"2021-05-08 17:54:54,""b'@febridiansyah Yakinlah Anda akan terus diserang buzzeRp koruptor Bansos dan buzzeRp pimpinan KPK untuk menutupi siasat busuk mereka. Anak Kolong itu buzzer rejim yg sangat aktif, terima proyek apa saja.'"",1391089239459303427,RPanggaleh,0,Twitter Web App,0,[]";
"2021-05-08 17:51:29,""b'@MuthiaSayekti Ga tanggung2 dzalim nya parah hiks, bansos di korup ,gaji nakes ga turun2, alat swab bekas, wna bebas masuk bobrok nya total bgt \xf0\x9f\xa4\xa3'"",1391088379639472129,fyandriyani,0,Twitter for iPhone,0,[]";
2021-05-08 17:50:40,b'@armyellw beda kalo bukber sm temen w anjrit malah kaya penerimaan dana bansos &amp; sedekah \xf0\x9f\x98\xad\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb',1391088172893806592,ryeonjune,0,Twitter Web App,0,[]
"2021-05-08 17:43:38,""b'Buset jipang bipang aja pada ribut madam bansos, pak lurah dan anak nya cuma nobar \xf0\x9f\x98\x82'"",1391086404352970753,hakieeem,0,Twitter for Android,0,[]";
"2021-05-08 17:42:36,""b'RT @vierda: Situ enak nakes punya gaji, situ enak ibunya sakit masih bisa dibawa ke RS. \n\nSeolah2 kondisi kek gini kita seneng gitu. Liat o\xe2\x80\xa6'"",1391086144352251904,papaklepoonzzz1,91,Twitter for Android,1,[]";
"2021-05-08 17:40:17,""b'RT @vierda: Situ enak nakes punya gaji, situ enak ibunya sakit masih bisa dibawa ke RS. \n\nSeolah2 kondisi kek gini kita seneng gitu. Liat o\xe2\x80\xa6'"",1391085559938830338,kuli_pasaran,91,Twitter for Android,1,[]";
2021-05-08 17:39:15,b'@Dennysiregar7 Yang maling bansos makin seneng aja tertutup sama bipang',1391085301636898816,Antonrusdiyant4,0,Twitter for Android,0,[];
2021-05-08 17:33:47,b'@unilubis @KPK_RI Betul.. yang lucu kebanyakan dari mereka yang menangani kasus korupsi bansos.. ada apa semuanya ini',1391083925326364675,febriramadan26,0,Twitter Web App,0,[];
"2021-05-08 17:33:47,""b'@iwanfals https://t.co/hf3uqgFmLQ\nEmang ada yg korupsi bansos\xf0\x9f\xa5\xb1.\n\nIket  tali ban,ramein radikal,radikul.. https://t.co/ghK0QeMDll'"",1391083924734898181,apangyaa,0,Twitter for Android,0,[]";
2021-05-08 17:27:36,b'RT @tamrintomagola: Salah satu kasus besar utama adalah kasus BLBI yg memberi indikasi kuat ke arah petinggi PDI+P.\n\nKasus teranyar dimana\xe2\x80\xa6',1391082368383873024,moelugm,9,Twitter for Android,1,[];
"2021-05-08 17:26:27,""b'Sangat menyedihkan mengatahui hal ini, masih menjadi pertanyaan dimana prioritas negara sekarang? Vaksin? Bansos? Atau apa? Ini kesejahteraan nakes yang mereka juga fron liner juga belum terpenuhi HAKNYA!! https://t.co/8YBX2tANUy'"",1391082081086701572,khalidasyaa,0,Twitter for Android,0,[]";
2021-05-08 17:26:12,b'RT @andikabina: @KompasTV @msaid_didu Siapa yang terlibat korupsi Bansos dan KKP. Gak heran isu taliban sama radikal selalu dihembuskan. Me\xe2\x80\xa6',1391082018121781249,Sutan89Hendy,4,Twitter for Android,1,[];
"2021-05-08 17:17:57,""b""""Semakin terang benderang...\nBansos jadi bancak an penguasa\n\n----'\nBeberapa Pegawai KPK yang Tak Lolos TWK Ternyata sedang Tangani Korupsi Bansos sampai KKP https://t.co/QjSlqVPWwm"""""",1391079942226513923,YusnalOezer,0,Twitter for Android,0,[]";
2021-05-08 17:13:46,b'RT @erna_st: Politikus Demokrat Duga Penyidik KPK di Kasus Bansos Diberhentikan Lewat Tes\n\nAnggota Komisi Hukum DPR dari Fraksi Partai Demo\xe2\x80\xa6',1391078887501664262,manuskele,7,Twitter Web App,1,[];
2021-05-08 17:12:33,b'RT @andry19633: Rizal Ramli Meminta Ketua KPK Bongkar 21 Juta Data Ganda Penerima Bansos Dan Penyalur Abal-Abal https://t.co/GfLwrlzQxm  @R\xe2\x80\xa6',1391078581791379456,AliImra26466189,44,Twitter for Android,1,[];
"2021-05-08 17:11:44,""b'RT @soeyoto1: """"Menurut Mbak Risma ke KPK, data 21 juta penerima Bansos bodong atau fiktif. Ternyata perusahaan2 penyalur Bansos juga banyak\xe2\x80\xa6'"",1391078377180651521,MamingMasly,100,Twitter for Android,1,[]";
2021-05-08 17:11:16,b'@detikcom Pengalihan isu\nKawal terus KPK dan Bansos',1391078256959385601,reshawara,0,Twitter for iPhone,0,[];
2021-05-08 17:11:00,b'RT @Fujipermata68: Korupsi Bansos\nKorupsi Benur lobster\nKorupsi ASABRI\nKorupsi Jiwa Sraya\nDll....\nPelakunya sptnya aman2 aja ya...\nTp para\xe2\x80\xa6',1391078193570848769,Erte56209029,11,Twitter for Android,1,[];
"2021-05-08 17:09:49,""b'RT @Marco_Alfa20: gegara Bipang, issue..\nMudik, Papua, KPK, Azis, Nanggala, Bansos, TKA Cina, DLL...\njadi lenyap sementara\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\n\xf0\x9f\x99\x83Hebat betul\xe2\x80\xa6'"",1391077893589979136,A1sySum4r,1,Twitter Web App,1,[]";
2021-05-08 17:09:43,b'RT @tempodotco: Anggota Komisi Hukum DPR dari Fraksi Partai Demokrat menduga penyidik KPK yang menyidik kasus korupsi bantuan sosial atau b\xe2\x80\xa6',1391077868994580481,ancoooorbran,512,Twitter for Android,1,[];
"2021-05-08 17:04:53,""b'@KompasTV Naah loooh. Ketahuan kan @KPK_RI ? Mau cuci tangan madam Bansos, anak pak lurah, Herman Herry n the genk. Dah laah sepandai-pandai tupai meloncat, dia bakalan jatuh. Gak ada yang kebetulan di dunia ini. \xf0\x9f\xa4\x94\xf0\x9f\x98\x8f'"",1391076653187571712,MamaLegend1,0,Twitter for Android,0,[]";
"2021-05-08 17:03:37,""b'@Wanc_15M4_69 @TjwanSwie @msaid_didu Ni orang goblok ngegas... Jiwasraya, asabri, jaman spa lol, knp rezim sblmnya gk brani tangkap, knp baru rezim ini yg brani tangkap? \nKorupsi bansos lsg di kerangkeng tu'"",1391076331765460996,Yitno57,0,Twitter for Android,0,[]";
"2021-05-08 17:02:56,""b'RT @narkosun: Tanda2 ekonomi Indonesia mulai membaik. Pertumbuhan ekonomi pada TW1 2021 sebesar 1,45%.\n\nPemerintah masih terus mengupayakan\xe2\x80\xa6'"",1391076163380908034,dimasrahmat9,9,Twitter for Android,1,[]";
"2021-05-08 17:02:03,""b""""RT @Sahabat_Bangsa: Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SI\xe2\x80\xa6"""""",1391075939639910405,rajawaliNKRI,31,Twitter for Android,1,[]";
2021-05-08 17:01:50,b'@si_gumarapoes @indramay0708 @ApenSuhendra @jokowi @kbri @KemensosRI @Menlu_RI @KemensetnegRI \xf0\x9f\x98\x86ganas bener\nyg ngembat bpjskt jiwasraya bansos piye jal d situ ada uang mu loh',1391075885697036292,ujesquadartic,0,Twitter for Android,0,[];
"2021-05-08 16:59:17,""b'@YourEgoKiller @wyalwy @harfauzia seperti yang kita tahu beberapa waktu yang lalu, Pak Juliari Batubara terlibat korupsi bansos Covid-19, dan itu sangat melukai hati masyarakat ditengah pandemi ini, jadi ya mohon maaf aja, susahnya warga +62 itu juga bisa dikatakan kesalahan pemerintah...(cont..)'"",1391075243775512576,PetroekvanDjava,0,Twitter Web App,0,[]";
2021-05-08 16:58:39,b'Beberapa Pegawai KPK yang Tak Lolos TWK Ternyata sedang Tangani Korupsi Bansos sampai KKP https://t.co/waWLMtOeVw',1391075085138632708,zandiemaulana,0,Twitter for Android,0,[];
"2021-05-08 16:52:39,""b'RT @KataBewe: PEMBUSUKAN di KPK makin DEGIL &amp";" BENGIS. Insan terbaik di KPK tengah DISINGKIRKAN. Mereka yg terbukti menegakkan marwah KPK,\xe2\x80\xa6'"",1391073573221978112,IrwanCandra,1737,Twitter for Android,1,[]"
2021-05-08 16:52:25,b'RT @BennyHarmanID: Penyidik KPK kini terbelah antara kelompok pendukung pengusutan tuntas korupsi dana Bansos dan yang tidak. Kelompok pend\xe2\x80\xa6',1391073512861822978,Ahenx8,1500,Twitter for Android,1,[];
2021-05-08 16:51:39,b'RT @erna_st: Politikus Demokrat Duga Penyidik KPK di Kasus Bansos Diberhentikan Lewat Tes\n\nAnggota Komisi Hukum DPR dari Fraksi Partai Demo\xe2\x80\xa6',1391073321937035267,CrushHopeless1,7,Twitter Web App,1,[];
2021-05-08 16:50:00,b'Dana bansos aja ditilep....apa lagi ini hak nakes...mereka.perlambat...\nNegara punya niat baik ga sih\xe2\x9d\x93\xe2\x9d\x93\xe2\x9d\x93\nTerhadap garda terdepan saat pandemj covid19 mereka saja lalai ... https://t.co/XBxKNBQplX',1391072908596768769,novvi_dewi,0,Twitter for Android,0,[];
"2021-05-08 16:47:41,b'Waspada #Penipuan Modus Bansos Mengatasnamakan Bank Bjb- https://t.co/9siAg13qcZ\n#BankBJb https://t.co/Ck0gu8Hyk8',1391072323768254468,OfficialGaluhID,0,GaluhID,0,""['Penipuan', 'BankBJb']""";
2021-05-08 16:47:38,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1391072309943750657,alvin_elby,337,Twitter for Android,1,[];
"2021-05-08 16:46:14,""b'RT @narkosun: Tanda2 ekonomi Indonesia mulai membaik. Pertumbuhan ekonomi pada TW1 2021 sebesar 1,45%.\n\nPemerintah masih terus mengupayakan\xe2\x80\xa6'"",1391071957613899777,albert_boruc97,9,Twitter for Android,1,[]";
"2021-05-08 16:46:04,""b'@zarazettirazr Negara orang, serius ga pake tipu\xc2\xb2..ga pake korupsi bansos, ga perlu bayar buzer buat pariwisata, sedikit bicara banyak kerja, bukannya taekland bicara laen kerjaan lain..'"",1391071915943493636,Alfissssh,1,Twitter for Android,0,[]";
2021-05-08 16:45:52,b'@LaodeMSyarif @KPK_RI KORUPTOR BANSOS SUPAYA MANDEK URUSANNYA.....???',1391071866916261890,Soulmateleader,0,Twitter for Android,0,[];
2021-05-08 16:44:49,b'BANSOS IDUL FITRI 2021 UNTUK HIMATRA https://t.co/rTO3FD4JFu lewat @YouTube',1391071602192699393,InaKorandotcom,0,Twitter Web App,0,[];
"2021-05-08 16:38:06,""b'RT @SaveMoslem1: Haji Munarman mengkritik keras korupsi dana bansos oleh PDIP ini, dan akhirnya kini beliau ditangkap dan ditahan dgn dalih\xe2\x80\xa6'"",1391069913347854337,Wardhsyf,215,Twitter for Android,1,[]";
2021-05-08 16:35:39,b'@oqanmuhammad1 @Dennysiregar7 @jokowi Kali ini gak juga sih. Buktinya kasus korupsi bansos dan jiwasraya juga masih diupdate sama portal berita. Agak kurang tepat pernyataan pak Jokowi kali ini untuk alihkan kasus besar.',1391069297263321089,rzwings,0,Twitter Web App,0,[];
