Tanggal,Tweets,ID,Screen Name,Banyak Retweet,Source,Retweet Status,Hashtags
2021-05-05 20:56:45,b'RT @panca66: Perusahaan penyedia paket bansos ternyata banyak fiktif. Keterlaluan emang pelaku korupsi bansos ini. Udah nyikat komisi dari\xe2\x80\xa6',1390047837921038341,yanuarandiw,1730,Twitter for Android,1,[]
2021-05-05 20:54:56,"b'RT @D3ffiM45rizal: Nasdem Yakin 21jt Data Bansos Ganda tjdi scr Sistemik krn angkany tdk sedikit. Kl kesalahan teknis 21rb, masuk akal. Tp\xe2\x80\xa6'",1390047381765296136,B_dzoel,27,Twitter for Android,1,[]
2021-05-05 20:54:52,"b'RT @D3ffiM45rizal: Nasdem Yakin 21jt Data Bansos Ganda tjdi scr Sistemik krn angkany tdk sedikit. Kl kesalahan teknis 21rb, masuk akal. Tp\xe2\x80\xa6'",1390047367227838465,Reseh57196839,27,Twitter for Android,1,[]
2021-05-05 20:51:56,"b'Nasdem Yakin 21jt Data Bansos Ganda tjdi scr Sistemik krn angkany tdk sedikit. Kl kesalahan teknis 21rb, masuk akal. Tp 21 jt data ganda, ini sistematik dan ada iktikad tdk baik d dlmnya\n\nJELAS yess? \n\n#TumbangkanBonekaTiongkok\n#TumbangkanBonekaTiongkok\n\nhttps://t.co/OyAl5JXPeW'",1390046627604230145,D3ffiM45rizal,27,Twitter for Android,0,"['TumbangkanBonekaTiongkok', 'TumbangkanBonekaTiongkok']"
2021-05-05 20:49:10,"b'Ga ada duta bansos,duta korupsi? Kemaren rada aneh afa anak ngusir jamaah bermasker kek gimana,ehhh ternyata calon duta masker doi https://t.co/84c9MwZT1M'",1390045929911177217,gowryeee,0,Twitter for iPhone,0,[]
2021-05-05 20:48:22,"b""Kanit Binmas Polsek Ngusikan Aipda Achmad Sjafi'i serahkan Bansos berupa sembako kepada warga Desa Sumbernongko https://t.co/xR65YT0f7L""",1390045729322799105,HNgusikan,0,Twitter for Android,0,[]
2021-05-05 20:46:23,"b'RT @kumparan: Sekjen Kemensos, Hartono Laras, menegaskan tak pernah menerima suap proyek bansos. Ia mengaku hanya pernah mendapat 1 unit se\xe2\x80\xa6'",1390045230280282119,BchristosA,12,Twitter for iPhone,1,[]
2021-05-05 20:46:22,b'@IbasNews @PutraWadapi @Edhie_Baskoro Semoga tidak seperti Juliari PDIP yg maksa rakyat membagi bansos...',1390045226182471682,MaLingPin654321,0,Twitter for Android,0,[]
2021-05-05 20:45:44,"b'Hasil Audit BPKP, Ada Kelebihan Bayar Rp 74 Miliar Dalam Pengadaan Bansos Covid-19 di\xc2\xa0Jabodetabek https://t.co/8twFZrdVAt'",1390045066006257674,kabarindo24jam,1,WordPress.com,0,[]
2021-05-05 20:44:12,b'@mevebumausaunep @PDI_Perjuangan ngarah babari maling duit bansos',1390044679723372547,RickyNSas,0,Twitter Web App,0,[]
2021-05-05 20:41:49,b'RT @HeriSuwondo2: PDIP heran mengapa Munarman ketemu istrinya di hotel bukan di rumah? Kok bersangka buruk begitu? Memangnya ada yg salah?\xe2\x80\xa6',1390044081041022976,roman_vxy,282,Twitter for Android,1,[]
2021-05-05 20:39:44,b'RT @panca66: Perusahaan penyedia paket bansos ternyata banyak fiktif. Keterlaluan emang pelaku korupsi bansos ini. Udah nyikat komisi dari\xe2\x80\xa6',1390043556379721730,sugehduwik,1730,Twitter for Android,1,[]
2021-05-05 20:37:14,b'RT @OposisiCerdas: Rizal Ramli Minta Firli Bahuri Bongkar 21 Juta Data Ganda Penerima Bansos Dan Penyalur Abal-Abal\nhttps://t.co/nfPRbatdF9',1390042929486471168,alidutasanjaya1,63,Twitter for Android,1,[]
2021-05-05 20:34:32,b'@idtodayco Wibawa negara sudah di rusak para garong bansos dan e KTP dan garong2 lain',1390042248386023426,jo18709296,0,Twitter for Android,0,[]
2021-05-05 20:33:29,"b'RT @RamliRizal: Menurut Mbak Risma ke KPK, data 21 juta penerima Bansos bodong atau fiktif. Ternyata perusahaan2 penyalur Bansos juga banya\xe2\x80\xa6'",1390041985990356992,baharst28,489,Twitter for Android,1,[]
2021-05-05 20:32:23,b'@el_nonymous Pengen liay reaksi mereka disini bansos pandemi aja masih dikorupsi\xf0\x9f\x98\xad',1390041706439999493,tepukberwudhu,0,Twitter for Android,0,[]
2021-05-05 20:29:15,"b'statement kang emil kalo pada mudik katanya bakalan ada tsunami covid ditambah lagi jalur garut bakal dijaga petugas dilengkapi senjata, wah gilaa kek mo perang aja giliran duit bansos di rampok pada diem:('",1390040919135621126,salamkenalyaaa,0,Twitter for Android,0,[]
2021-05-05 20:27:49,"b'RT @alisyarief: Mensos Melaporkan ke KPK, ada 21 juta akun Penerima Bansos, ganda. Bila benar, maka Ini artinya, 21 juta x 300 ribu = 6,3 t\xe2\x80\xa6'",1390040558920339456,LuCKy5eZ,576,Twitter for Android,1,[]
2021-05-05 20:25:16,"b'mereka bilang pemilu itu pesta rakyat, nyatanya pemilu itu sama dengan judi. berharap yg di pilih bisa mensejahterahkan rakyatnya, nyatanya mereka yg duduk diatas malah mengeruk hasil sesuai \xe2\x80\x9ckepentingan\xe2\x80\x9d masing-masing. korupsi bansos covid 17m\xf0\x9f\x98\x98'",1390039917720346629,daniseptian2609,0,Twitter for iPhone,0,[]
2021-05-05 20:24:39,b'RT @Ndons_Back: Weww \n\nUang Hasil Korupsi Bansos Covid Juga Dipakai Karaokean Tim di Kemensos - VICE https://t.co/5bKdKvGUhg',1390039763042832391,Ahmadwafqi1,266,Twitter for Android,1,[]
